,종목명,날짜,제목,본문,SN_caller,SL_caller,NNP_caller,NNG_caller,SF_caller,SS_caller,SW_caller,SP_caller,NR_caller,NNB_caller,JKB_caller,JX_caller,XSN_caller,JC_caller,JKO_caller,MAG_caller,JKG_caller,VV_caller,EC_caller,XSV_caller,EP_caller,MAJ_caller,ETM_caller,XPN_caller,MM_caller,JKS_caller,VCP_caller,VA_caller,NA_caller,XR_caller,ETN_caller,XSA_caller,SO_caller,NP_caller,EF_caller,VX_caller,VCN_caller,SH_caller,IC_caller,JKV_caller,SN_other,SL_other,NNP_other,NNG_other,SF_other,SS_other,SW_other,SP_other,NR_other,NNB_other,JKB_other,JX_other,XSN_other,JC_other,JKO_other,MAG_other,JKG_other,VV_other,EC_other,XSV_other,EP_other,MAJ_other,ETM_other,XPN_other,MM_other,JKS_other,VCP_other,VA_other,NA_other,XR_other,ETN_other,XSA_other,SO_other,NP_other,EF_other,VX_other,VCN_other,SH_other,IC_other,JKV_other,stock_name,price,price + 30days
38,대우건설,24.07.31,"투자의견 Buy 유지, 목표주가 5,500원으로 하향","대우건설에 대해 투자의견 Buy를 유지하고, 목표주가를 기존 6,200원에서 5,500원으로 하향한다. 예상 대비 느린 주택 마진 개선 흐름을 반영하여 2024년, 2025년 EPS를 하향 조정하고, Target P/B를 기존 0.55배에서 0.50배로 하향 조정했다. 현재 주가는 12개월 포워드 P/E, P/B 각각 4.5배, 0.38배에 위치해 있다. 경쟁사 대비 주택 마진 개선세가 느리고, 추가적인 미분양 손실 가능성을 배제할 수 없다. 다만 수의계약 중심의 대규모 해외 수주 파이프라인을 보유하고 있어, 목표한 해외 수주 달성 시 2025년 이후 비주택 부문이 실적 개선을 이끌 것으로 보인다.",15.0,9.0,19.0,36.0,9.0,0.0,0.0,12.0,0.0,9.0,6.0,1.0,2.0,0.0,8.0,2.0,1.0,4.0,8.0,9.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,15.0,9.0,19.0,36.0,9.0,0.0,0.0,12.0,0.0,9.0,6.0,1.0,2.0,0.0,8.0,2.0,1.0,4.0,8.0,9.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,대우건설,3795,3600
44,롯데정밀화학,24.07.31,"2Q24 Review: 케미칼, 그린소재 모두 개선","롯데정밀화학 4Q23 매출액 4,221억원(-2.1% YoY, +5.7% QoQ), 영업이익 171억원(-75.2% YoY, +58.8% QoQ)을 기록했다. 케미칼과 그린소재 모두 전분기대비 개선된 실적을 기록했다. 케미칼은 가성소다 ASP 상승, 출하량 증가에 따라 ECH 부진 지속에도 불구하고 증익 가능했을 것으로 판단된다. 가성소다 가격은 2Q24 +9.9% QoQ 를 기록했으며, 1Q24 정기보수 종료, 전방수요 회복에 따라 출하량은10% QoQ 증가했을 것으로 추정된다. 그린소재의 경우 2Q24 헤셀로스 증설에 따라 산업용 전체 +10% QoQ 의 출하량 증가를 기록했을 것으로 파악된다. 다만, 헤셀로스 증설 초기비용이 반영되며 산업용 그린소재 이익 개선은 제한됐을 것으로 판단된다. 식의약용의 경우 ASP 회복 지속되며 1Q24 대비 증익 가능했을 것으로 추정된다.",19.0,15.0,30.0,50.0,12.0,5.0,11.0,8.0,2.0,10.0,9.0,7.0,3.0,1.0,3.0,1.0,2.0,3.0,7.0,14.0,8.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,30.0,50.0,12.0,5.0,11.0,8.0,2.0,10.0,9.0,7.0,3.0,1.0,3.0,1.0,2.0,3.0,7.0,14.0,8.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,롯데정밀화학,46500,36900
47,한미반도체,24.07.31,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,한미반도체,101500,80600
48,칩스앤미디어,24.07.31,I. 2Q24 Review & 투자의견,"전일(07/30) 발표한 2분기 잠정실적(연결기준)은 매출액 61억원, 영업이익 6억원으로 전년동기 대비 매출액은 10.9% 소폭 감소하였고, 영업이익은 66.5% 감소함. 시장 컨센서스(매출액 59 억원, 영업이익 12 억원) 대비 크게 매출액은 유사한 수준을 보였으나 영업이익은 크게 하회함. 실적이 크게 부진했던 이유는 ① 경기침체 지속 영향으로 다수 고객사 프로젝트가 하반기로 순연되면서 라이선스 매출이 전년동기 대비 14.4% 감소하였고, ② 전방 시장 IT 기기의 수요 감소로 인하여 로열티 매출도 전년동기 대비 10.8%  감소하였기 때문임. 2 분기 실적에서 긍정적인 것은 ① 라이선스 계약건수가 7 건으로 전년동기 3 건 대비 2 배나 많았고, ② 동사의 로열티를 적용한 칩 판매수가 전년동기 대비 7.3% 증가한 5,400만개를 넘어섰음. 라이선스 계약 건수가 지난해 3분기부터 6건 이상을 유지하고 있는 것은 긍정적임. 라이선스 계약은 보통 2~3 년 후 로열티 매출로 이어질 가능성이 높기 때문에 중장기 성장에 긍정적임. 또한, 동사의 로열티 적용 칩 수도 지난해 4 분기부터 전년동기 대비 증가세를 유지하고 있어 향후 로열티 매출 성장세 유지 가능성을 높이고 있음. 2 분기에 진행된 라이선스 계약은 총 7 건이었음. 이중 기존 고객인 NXP, 글로벌 G 사 등으로부터 신규 라이선스 계약을 체결함. 향후 AI 경쟁으로 데이터센터 중심의 고용량, 고성능 반도체 공급이 늘어나고, AI SoC Target 프로젝트는 지속될 것으로 전망하고 있음. 전방산업별로 보면, 모바일과 홈가전 부문이 전년 동기 대비 각각 1,977.4%, 61.0% 증가하며 큰 성장세를 보였지만, 산업용 부문은 61.1% 감소하며 부진한 실적을 보였음. 국가별로 살펴보면, 매출 비중이 가장 큰 중국 시장에서 전년동기 대비 43.2% 감소하면서 실적 부진을 보였지만, 일본, 미국을 제외한 기타 지역에서 70.2% 증가하며 고객 지역의 다양화가 추진되고 있어 긍정적임. 결론적으로 1 분기에 이어 2 분기도 부진한 매출을 보였으며, 영업이익은 전분기에 이어 소폭 개선세를 보였음.",43.0,7.0,44.0,140.0,23.0,6.0,15.0,19.0,5.0,18.0,20.0,18.0,11.0,2.0,13.0,5.0,5.0,18.0,26.0,24.0,13.0,1.0,16.0,1.0,3.0,11.0,7.0,7.0,0.0,4.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,7.0,44.0,140.0,23.0,6.0,15.0,19.0,5.0,18.0,20.0,18.0,11.0,2.0,13.0,5.0,5.0,18.0,26.0,24.0,13.0,1.0,16.0,1.0,3.0,11.0,7.0,7.0,0.0,4.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,칩스앤미디어,칩스앤미디어에 해당하는 종목이 없습니다,칩스앤미디어에 해당하는 종목이 없습니다
49,PI첨단소재,24.07.31,"2Q24 영업이익 177억원, 시장 컨센서스 상회","2Q24 실적은 매출액 737억원(+42% QoQ, +22% YoY), 영업이익 177억원(+617% QoQ, +617% YoY), opm 24.0%으로, 시장 컨센서스(134억원)를 상회하며 6개 분기 만에 20%대의 영업이익률을 회복했다. 2H24 플래그십 스마트폰 출시를 앞둔 고객사들의 재고 축적 수요가 확대되며 전 사업부의 실적이 성장한 가운데 특히 방열시트용 매출액이 +142% QoQ, +51%YoY 증가했다. 신규 라인(9호기) 가동을 반영한 2Q24 가동률은 63.7%(+13.7%p QoQ)로, 1Q와 동일한 8개 라인 기준으로 고려 시 가동률이 70%를 상회한 것으로 파악된다. 영업이익률은 24.0%(+19.2%p QoQ, +19.9%p YoY)로, 조업도 손실 반영에도 불구하고 가동률 상승 및 원재료 가격 하락, 충당금 환입 등의 효과가 맞물리며 가파른 회복세를 시현했다.",30.0,17.0,12.0,46.0,10.0,12.0,23.0,10.0,4.0,11.0,7.0,5.0,7.0,1.0,6.0,1.0,4.0,2.0,4.0,9.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,12.0,46.0,10.0,12.0,23.0,10.0,4.0,11.0,7.0,5.0,7.0,1.0,6.0,1.0,4.0,2.0,4.0,9.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,PI첨단소재,20700,17190
50,한미약품,24.07.31,2Q24 Review: 역시 영업실적이 돋보인 상반기,"동사의 2분기 연결기준 매출액은 3,781억원(YoY +10.3%, QoQ -6.3%), 영업이익은 581억원(YoY +75.3%, OPM 15.4%)으로, 당사의 추정치(매출액 3,831억원, 영업이익 571억원) 및 컨센서스(매출액 3,882억원, 영업이익 559억원)에 대체로 부합하는 실적을 달성했다. 별도 한미약품은 의료파업에 영향이 적은 만성질환 품목 로수젯과 아모잘탄패밀리의 지속적인 성장에 따라 매출액 2,818억원(YoY +11.3%)을 기록, 고마진 품목 중심의 제품믹스와 영업 레버리지를 통해 수익성 개선을 이루었다(영업이익 321억원, YoY +157.0%, OPM 11.4%). 자회사 북경한미는 주요품목 매창안(YoY+23.4%) 및 리똥(YoY+21.6%)의 높은 매출성장이 나타났으며 정밀화학은 고마진 항생제의 수출 성장에 따라 분기 흑자전환을 달성했다. 2분기 실적을 반영하여 연간 연결기준 매출액 1조 6,265억원(YoY+9.1%), 영업이익 2,684억원(YoY+21.6%, OPM 16.5%)으로 추정한다.",43.0,12.0,34.0,41.0,16.0,21.0,20.0,17.0,11.0,10.0,6.0,5.0,2.0,1.0,6.0,1.0,6.0,6.0,7.0,6.0,4.0,2.0,6.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,34.0,41.0,16.0,21.0,20.0,17.0,11.0,10.0,6.0,5.0,2.0,1.0,6.0,1.0,6.0,6.0,7.0,6.0,4.0,2.0,6.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,한미약품,345500,285000
51,한솔제지,24.07.31,I. 2Q24 Review & 투자전략,"전일(7/30) 발표한 2 분기 잠정실적(연결 기준)은 매출액 5,630 억원, 영업이익 51 억원으로 전년동기 대비 매출액은 6.6% 증가했으나, 영업이익은 64.8% 감소함. 시장 컨센서스(매출액 5,335억원, 영업이익 220억원) 대비 매출액은 소폭 상회하였지만, 영업이익은 크게 하회하였음. 제지 사업 부문(인쇄용지, 산업용지, 특수지 등) 매출 성장과 함께 영업이익은 약 505 억원이 발생했음에도 불구하고, 환경사업부문에서의 대손 및 해외사업장에서의 일시적인 비용 등으로 기타 사업 부문에서 454 억원의 비용이 발생하였기 때문임. ① 환경사업 부문의 대손은 부동산 경기침체 및 금융환경 악화로 기 발생한 공사 미수금을 회수하지 못하면서 지난해 말과 올해 2 분기에 대손처리한 것임. ② 또한, 국내 운영 사업장 소송 및 해외사업장 보증 건은 소송 및 가처분이 진행중이지만, 보수적인 관점에서 손실 처리한 것임. 일시적인 비용을 제외한다면, 2 분기의 영업이익은 500 억원대를 달성했을 것으로 추정함. 당사 추정 3 분기 예상실적(연결기준)은 매출액 5,462 억원, 영업이익 229 억원으로 전년동기 대비 각각 4.3%, 58.7% 증가할 것으로 예상함. 제지 사업 부문은 안정적인 실적이 유지될 것으로 예상하지만, 지난해 3 분기의 부진했던 실적 대비 기저효과로 영업이익은 크게 개선될 것으로 예상함. 특히 2분기에 크게 발생했던 환경사업 부문의 대손충당금은 약 100 억원 수준을 예상. 목표주가 14,000 원을 유지하며, 34.7% 상승여력을 보유, 투자의견 BUY 유지.",33.0,1.0,38.0,111.0,15.0,10.0,7.0,20.0,10.0,24.0,16.0,13.0,4.0,2.0,6.0,3.0,7.0,0.0,12.0,23.0,8.0,5.0,14.0,1.0,3.0,4.0,8.0,3.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,1.0,38.0,111.0,15.0,10.0,7.0,20.0,10.0,24.0,16.0,13.0,4.0,2.0,6.0,3.0,7.0,0.0,12.0,23.0,8.0,5.0,14.0,1.0,3.0,4.0,8.0,3.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,한솔제지,9420,8880
52,롯데정밀화학,24.07.31,"목표주가 7.0만원, 투자의견 매수 유지","동사에 대한 목표주가 7.0만원 및 투자의견 매수를 유지한다. 참고로 해당 목표주가는 24~25년 예상 BPS 101,085원에 PBR 0.7배를 적용해 산출된 값이다. 주요 투자 포인트는 ①그린소재가 더 이상 중장기 성장 동력원이 아니라, 동사 이익의 대부분을 차지하는 핵심 사업부로 확고하게 이미 자리 잡았고, ②염소계열 적자 규모도 점차 축소되고 있어 전체적인 실적 개선을 기대할 수 있으며, ③안정적인 이익 창출력 및 순현금의 재무구조, ④그리고 무엇보다 그럼에도 불구하고 PBR 역사적 최저 수준인 0.45배의 매력적인 밸류에이션 등으로 요약된다.",10.0,3.0,13.0,45.0,6.0,0.0,4.0,5.0,0.0,5.0,6.0,3.0,4.0,0.0,4.0,3.0,3.0,5.0,7.0,7.0,1.0,3.0,9.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,13.0,45.0,6.0,0.0,4.0,5.0,0.0,5.0,6.0,3.0,4.0,0.0,4.0,3.0,3.0,5.0,7.0,7.0,1.0,3.0,9.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,롯데정밀화학,46500,36900
55,삼성SDI,24.07.31,2Q24 실적 전지부문 부진으로 시장기대치 크게 하회,"동사의 2Q24 실적은 매출액 4.5조원(-24% YoY, -13% QoQ), 영업이익 2,802억원(-38% YoY, +5% QoQ)으로 낮아진 시장기대치(매출액 5.2조원, 영업이익 3,320억원)를 크게 하회했다. 전자재료부문이 선방했던 반면 북미, 유럽 전기차 수요의 뚜렷한 둔화세 영향으로 전지부문은 상당히 부진했다. 동사의 전기차향 배터리 매출의 약 70~80%를 차지하는 BMW와 Audi의 2Q24 전기차 합산 판매량은 전분기 대비 약 3% 성장에 그쳤으며, Rivian 판매량은 전분기 대비 약 14% 감소했다. 주력 완성차 OEM들의 배터리 셀 보유 재고량이 높다는 점도 부담으로 작용했다. 이로 인해 동사의 소형전지와 EV용 중대형 배터리 매출은 각각 전분기 대비 10%, 25% 가량 감소한 것으로 추정된다. 다만 원형전지 장기공급계약 기반 주문 미달 물량에 대한 보상금 수취 효과 약 1,400억원이 영업이익에 반영되면서 소형전지 영업이익률은 약 9%를 기록했지만 일회성이익 제외시 7년만에 적자전환 했다. ESS향 중대형전지는 전력용 배터리박스, 데이터센터용 UPS 공급 프로젝트 대응으로 매출액이 전분기 대비 약 20% 증가하면서 흑자전환 했다는 점은 긍정적 요인이다. 전자재료는 계절적 비수기로 인한 OLED 소재 출하 감소가 불가피했지만 스포츠 이벤트를 앞둔 편광필름의 성수기 진입과 메모리 반도체 업황 개선에 따른 수요 증가로 인해 양호한 실적을 기록했다.",24.0,14.0,55.0,78.0,10.0,9.0,12.0,11.0,3.0,11.0,12.0,10.0,9.0,3.0,5.0,2.0,8.0,7.0,7.0,13.0,11.0,1.0,13.0,0.0,13.0,5.0,1.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,24.0,14.0,55.0,78.0,10.0,9.0,12.0,11.0,3.0,11.0,12.0,10.0,9.0,3.0,5.0,2.0,8.0,7.0,7.0,13.0,11.0,1.0,13.0,0.0,13.0,5.0,1.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,삼성SDI,334500,262500
59,롯데칠성,24.07.31,상반기 덜 상승한 기업 중 하반기부터 봐야할 기업,"상반기 비우호적인 기상 환경과 원가 부담, 가격 인상 지연, 필리핀 펩시 적자로 음식료 업종 리레이팅 과정에서 소외됐으나, 하반기부터 주가 반등 기대. 음료 가격 인상과 원가 부담 완화에 따른 영업이익 개선(240억원 추산), 필리핀 펩시 흑자전환 때문. 부진했던 영업이익은 ZBB(Zero-Based Budgeting, 영기준예산제도) 노하우를 통해 안정화 구간 진입",1.0,4.0,18.0,26.0,2.0,5.0,0.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,18.0,26.0,2.0,5.0,0.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,롯데칠성,120700,115900
62,금호타이어,24.07.31,"2Q24 Review: 매출액 1.1조원, 영업이익 1,515억원(OPM 13.4%)","24년 2분기 매출액은 1.1조원(YoY +12.7%), 영업이익 1,515억원(YoY +72.0%, OPM 13.4%)로 시장 기대치 (1.1조원, 1,539억원)에 부합했다. 안정적인 RE 수요와 베트남 공장 증설 효과를 기반으로 외형은 YoY +12.7%를 기록했다. (국내/북미/유럽/중국 YoY +2.2%/5.6%/30.7%/10.4%) 국내 권역 RE는 유통 구조 개선을 위한 재고 조정 영향이 이어졌지만, 공급차종 확대를 통해 OE는 +7%를 기록했다. 북미 권역은 신차 판매 둔화에도 불구하고 공급차종 확대를 통해 OE +34%를 기록했으며, RE는 +4% 수준이었다. 유럽 권역은 안정적인 수요와 고인치 타이어 중심의 믹스 개선(+64.2%)을 통해 RE +32%의 고성장세를 유지했으며, OE는 +6%로 소폭 둔화되었다. 매출원가율은 69.4%(YoY -5.5%p, QoQ -0.1%p)로 여전히 낮은 투입원가가 반영되었다. 다만, 천연고무와 합성고무의 spot 가격은 작년 하반기부터 상승하기 시작해 전년 동기 대비 +25.1%, +62.6% 높아진 상황이다.",41.0,17.0,20.0,54.0,22.0,14.0,31.0,17.0,2.0,3.0,6.0,12.0,3.0,3.0,8.0,1.0,3.0,5.0,10.0,10.0,9.0,1.0,6.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,41.0,17.0,20.0,54.0,22.0,14.0,31.0,17.0,2.0,3.0,6.0,12.0,3.0,3.0,8.0,1.0,3.0,5.0,10.0,10.0,9.0,1.0,6.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,금호타이어,4170,4440
65,씨에스베어링,24.07.31,센티는 터널 안,"미국 대선 불확실성으로 풍력 섹터 선호도 매우 낮음. 연말 금리 인하 기대, 민주당 대선 후보 강세, 씨에스베어링의 실적 개선세가 반등의 실마리",0.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,씨에스베어링,씨에스베어링에 해당하는 종목이 없습니다,씨에스베어링에 해당하는 종목이 없습니다
66,금호타이어,24.07.31,"우려 턴 종료, 기대감 턴 시작","북미 신차 판매량 둔화와 재료비/운임 등 원가 상승으로 타이어 업황 피크아웃에 대한 우려 커져 주가 하락. 유럽의 RE(교체용 타이어) 수요가 견조해 호실적 지속했고, 하반기 판가 인상 등 우호적인 업황 이어져 수익성 훼손에 대한 부담감 경감. 스팟 운임 추가 하락 시 하반기 실적에 대한 눈높이 개선될 수 있어 투자의견 긍정적",0.0,1.0,11.0,30.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,30.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,금호타이어,4170,4440
69,한화시스템,24.07.31,"2분기 영업이익 798억원, 어닝 서프라이즈","2분기 매출액 6,873억원(yoy +12.5%), 영업이익 798억원(yoy +167.0%, OPM 11.6%)를 시현하며 어닝 서프라이즈를 기록하였다. 전 사업 부문에서 매출 확대와 수익성 개선이 나타나면서 호실적을 이끈 것으로 판단한다. 방산 부문은 지난 분기에 이어 폴란드와 UAE향 수출 사업 및 TICN 4차 양산 사업이 차질 없이 진행되면서 매출 성장과 이익 개선세가 나타난 것으로 판단한다. 특히, 수익성이 좋은 수출 사업의 비중이 큰 폭으로 상승하면서 실적 개선에 기여한 것으로 추정한다. 또한, 자체적인 원가 절감 노력과 방산 원가 제도 개선으로 전반적인 국내 방산 사업의 수익성이 제고된 부분이 긍정적인 영향을 미친 것으로 판단한다. ICT 부문은 계열사향 캡티브 매출 볼륨의 증가에 힘입어 수익성 개선이 지속되고 있다. 신사업 부문은 H-foundation과 자회사에서 약 24억원, 한화인텔리전스에서 약 25억원 영업손실이 발생하였다. 영업외에서 한화페이저, 오버에어 등 투자회사의 지분법손실이 각각 55억원, 40억원 반영되었다. 또한, 영업외 일회성 손실로 오버에어 전환사채 미전환에 따른 대손상각비 466억원이 반영되며 순이익은 271억원을 기록하였다.",17.0,8.0,33.0,67.0,12.0,5.0,5.0,9.0,8.0,17.0,15.0,4.0,9.0,5.0,5.0,4.0,4.0,7.0,7.0,15.0,4.0,3.0,12.0,2.0,4.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,17.0,8.0,33.0,67.0,12.0,5.0,5.0,9.0,8.0,17.0,15.0,4.0,9.0,5.0,5.0,4.0,4.0,7.0,7.0,15.0,4.0,3.0,12.0,2.0,4.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,한화시스템,18600,28250
72,알테오젠,24.07.31,SC시밀러 다품목 확대 그것뿐일까?,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,알테오젠,알테오젠에 해당하는 종목이 없습니다,알테오젠에 해당하는 종목이 없습니다
73,롯데칠성,24.07.31,2분기 영업이익 602억원으로 시장 컨센서스 부합,"롯데칠성의 2Q24 연결기준 영업이익은 602억원(+2% YoY)으로 시장 기대치에 부합하였다. 별도 법인 실적 부빈을 해외 자회사 실적 개선으로 만회하면서, 전사 영업이익이 전년동기 수준을 유지한 것으로 판단된다.",3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,롯데칠성,120700,115900
76,삼성SDI,24.07.31,"방어주 컬러 희석, 업황 반등이 더 중요해짐","섹터 내에서 방어주로 작동했던 이유는 1) 보수적인 투자 정책과 2) 수익성 위주의 활동이 만든 안정적인 마진. 최근 업황 부진을 틈 타 경쟁사 대비 공격적인 투자 방침으로 선회했고, 그 반작용으로 실적에 대한 변동성도 확대. 실적의 하향 조정이 필요한 시점이지만 업황 개선기에 탄력적인 반등을 기대",2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,삼성SDI,334500,262500
80,롯데정밀화학,24.07.31,견조한 그린소재 및 케미칼 바텀 아웃으로 방향성은 위,그린소재 실적 호조와 가성소다 강세 및 ECH 회복으로 상저하고의 실적 흐름 예상. 그린소재는 산업용 수요 회복 및 고부가 식의약용 판매 호조가 지속되며 하반기 이익 모멘텀 확대. 케미칼은 글리세린 반등에 따른 ECH 적자폭 축소 및 가성소다 판가 강세로 흑자 규모 점차 확대될 전망,0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,롯데정밀화학,46500,36900
